id;card_number;transaction_date;value;segment
CTID62997442;5564-7149-9280-5472;08/11/2016;36312;SEG23
CTID72455391;8106-9789-1679-2552;13/05/2016;5291;SEG11
CTID74479919;3467-4873-4196-4795;02/09/2016;20891;SEG17
CTID61266875;1159-7886-1385-5540;11/07/2016;13503;SEG19
CTID34872373;5894-8042-7318-9450;23/06/2016;15725;SEG21
CTID31865972;6319-3749-2944-6015;09/01/2016;4207;SEG22
CTID72967551;6001-5945-4665-4926;15/02/2016;28509;SEG15
CTID94625735;6272-7021-2748-1471;24/06/2016;35070;SEG21
CTID12414102;7726-3678-8092-6414;02/03/2016;9858;SEG25
CTID67173768;2640-5294-8252-8817;28/07/2016;7062;SEG17
CTID89096810;5982-5047-2653-9052;01/03/2016;49919;SEG25
CTID40445725;2893-7786-7528-2338;13/01/2016;23494;SEG18
CTID70619083;9304-8255-4381-2028;22/07/2016;191;SEG13
CTID98680101;4971-8219-1133-6753;03/03/2016;20197;SEG19
CTID67817967;5145-7864-6575-8768;07/06/2016;7174;SEG19
CTID81993051;8088-9431-7201-2877;15/08/2016;6538;SEG15
CTID61013755;3991-7326-9292-2844;07/08/2016;26303;SEG19
CTID66168554;6025-2610-4001-6680;16/11/2016;5110;SEG20
CTID51832277;5592-8244-5701-5100;26/10/2016;34668;SEG19
CTID19699061;1175-3754-1370-5515;24/02/2016;30130;SEG13
CTID27292022;3323-8332-7133-7008;02/11/2016;10847;SEG23
CTID43014591;5786-2204-6101-1373;09/03/2016;3985;SEG16
CTID73612122;7726-3678-8092-6414;09/09/2016;33922;SEG20
CTID78655116;6570-8163-4369-9734;24/10/2016;10546;SEG12
CTID13535143;8287-3054-9804-9342;10/11/2016;39642;SEG11
CTID22707194;7106-4239-7093-1515;23/05/2016;1430;SEG25
CTID24166952;8509-8871-7296-2015;20/12/2016;1530;SEG17
CTID80489486;7677-5937-2671-3687;08/02/2016;40943;SEG12
CTID63862781;8078-7413-3861-2246;27/04/2016;28079;SEG11
CTID57097226;6547-1222-2350-2503;29/06/2016;18875;SEG16
CTID86720426;8481-9097-2828-9363;15/07/2016;34291;SEG11
CTID30053086;3925-8607-7303-7699;04/11/2016;28970;SEG24
CTID35242608;7430-6895-6227-4665;30/08/2016;34230;SEG25
CTID29539235;1464-1118-5953-6424;08/08/2016;703;SEG20
CTID29504092;7299-3529-7767-1695;30/01/2016;47949;SEG21
CTID51590134;8214-9590-3044-1216;06/02/2016;42334;SEG14
CTID39238856;9074-3311-4009-9836;05/08/2016;21222;SEG16
CTID67316553;5296-2987-4365-6870;26/03/2016;1263;SEG11
CTID25037464;1716-8420-2111-4735;21/07/2016;8799;SEG24
CTID69804278;7815-7711-6866-1320;20/03/2016;41129;SEG12
CTID97380622;3652-5528-4808-8216;11/03/2016;29875;SEG22
CTID80760115;1716-8420-2111-4735;12/02/2016;40604;SEG15
CTID63984755;7658-7645-4568-1461;22/07/2016;40334;SEG12
CTID26561890;5814-6146-3149-1775;19/03/2016;8706;SEG16
CTID67642840;6258-3903-6637-5620;28/03/2016;29510;SEG13
CTID78032316;7382-8932-9683-9480;05/10/2016;29900;SEG13
CTID18139392;7199-6959-4688-2302;08/03/2016;14779;SEG23
CTID18055251;6292-8171-2649-5336;29/01/2016;32144;SEG17
CTID62939440;1410-9622-6092-3445;17/12/2016;29424;SEG23
CTID48543347;5564-7149-9280-5472;29/08/2016;5755;SEG13
CTID93179611;2640-5294-8252-8817;05/12/2016;26297;SEG22
CTID51454153;9018-5320-5729-5393;02/12/2016;45569;SEG24
CTID31601860;6292-8171-2649-5336;08/09/2016;29509;SEG16
CTID97733499;6271-9924-3653-8913;11/12/2016;8813;SEG20
CTID84821250;2944-6929-3608-9991;02/09/2016;6329;SEG15
CTID55093745;9425-1481-6545-6190;24/08/2016;38882;SEG17
CTID66249465;7212-8665-7734-5918;26/06/2016;5251;SEG24
CTID53683980;4971-8219-1133-6753;17/08/2016;8251;SEG24
CTID22351684;5088-4839-2639-6414;26/10/2016;45963;SEG13
CTID95386841;2949-1972-1300-6680;25/06/2016;11439;SEG21
CTID13422249;8614-1547-9524-8444;15/06/2016;16322;SEG17
CTID88691947;2893-7786-7528-2338;14/08/2016;15943;SEG21
CTID76427254;9458-1130-5333-6475;18/02/2016;36751;SEG16
CTID39255225;3925-8607-7303-7699;10/02/2016;6828;SEG21
CTID93234630;6399-9536-6027-1857;27/04/2016;15672;SEG20
CTID32114066;2893-7786-7528-2338;03/04/2016;48833;SEG20
CTID88259879;9425-1481-6545-6190;09/04/2016;22659;SEG13
CTID58969051;7199-4140-9327-8875;25/08/2016;46412;SEG25
CTID33866141;2724-3903-7331-7820;15/07/2016;36757;SEG16
CTID54143901;9458-1130-5333-6475;29/05/2016;41592;SEG13
CTID73082227;5982-5047-2653-9052;23/11/2016;28789;SEG13
CTID76777279;2944-6929-3608-9991;27/08/2016;29439;SEG17
CTID38311719;9991-4727-7710-2269;02/05/2016;6058;SEG23
CTID69753523;5002-6349-2806-2942;09/10/2016;45583;SEG21
CTID16560846;4092-8604-7363-3393;21/06/2016;2467;SEG17
CTID79180021;6415-7043-2998-3377;12/07/2016;29133;SEG13
CTID29100081;5283-6135-5709-4452;23/09/2016;40362;SEG19
CTID54960549;3698-9867-4865-5497;05/04/2016;16287;SEG13
CTID16531598;5144-5591-4640-2208;18/02/2016;43480;SEG25
CTID40421446;5695-2379-4433-2485;01/05/2016;30690;SEG11
CTID25612288;8870-2780-7399-5151;23/09/2016;4125;SEG11
CTID78242506;9753-7718-2196-1448;02/07/2016;25326;SEG11
CTID76503929;8870-2780-7399-5151;27/03/2016;47919;SEG13
CTID41873755;9138-8487-6675-4521;06/02/2016;4270;SEG13
CTID21898931;6479-5593-2105-9060;25/01/2016;47345;SEG17
CTID80015908;7837-4036-5999-1672;07/04/2016;3770;SEG23
CTID50321530;6385-4594-8055-9081;27/12/2016;42298;SEG16
CTID15022561;8262-8743-6406-7105;10/06/2016;24518;SEG16
CTID80492460;2854-6117-5924-2770;07/10/2016;35676;SEG15
CTID12822406;5619-4425-5473-6565;17/08/2016;45424;SEG18
CTID57738440;2535-9251-5633-3656;19/03/2016;16632;SEG19
CTID12283149;9369-6196-2597-1730;17/01/2016;44751;SEG22
CTID24379130;9310-6095-5617-9905;11/09/2016;27026;SEG14
CTID64558512;7767-7920-7733-4210;21/10/2016;35051;SEG12
CTID75706495;2161-8530-5218-6803;29/01/2016;9246;SEG11
CTID70653518;8582-2422-3251-5767;24/07/2016;34792;SEG11
CTID67168709;3140-6494-9869-5893;25/03/2016;24900;SEG19
CTID25208139;5778-9566-9086-7555;19/11/2016;47323;SEG21
CTID99633528;9369-6196-2597-1730;23/01/2016;13554;SEG12
CTID32097290;6770-3803-2120-3012;15/05/2016;40640;SEG23
CTID89964324;7558-5459-8235-5737;24/04/2016;8628;SEG23
CTID44972209;9458-1130-5333-6475;03/07/2016;5870;SEG14
CTID61735530;3405-7202-8402-5988;13/10/2016;11302;SEG21
CTID18137214;5674-3252-5805-3288;22/12/2016;46573;SEG24
CTID42570490;7708-8807-7837-8812;06/08/2016;4908;SEG23
CTID36610134;8228-6661-8736-2838;30/03/2016;23686;SEG21
CTID93253539;3914-1379-8974-9157;11/02/2016;14690;SEG18
CTID42905442;7199-4140-9327-8875;24/11/2016;26839;SEG25
CTID97486806;4265-2692-1676-5635;27/08/2016;2129;SEG23
CTID36673358;5556-4557-4566-1540;27/08/2016;49995;SEG23
CTID12679882;7815-5255-1963-9464;23/03/2016;45289;SEG20
CTID80102581;8685-1513-4751-8018;09/05/2016;24786;SEG24
CTID46434601;7658-7645-4568-1461;27/05/2016;42778;SEG21
CTID96772424;4661-5769-5059-2114;09/10/2016;38065;SEG23
CTID24503815;8769-1185-5731-6569;06/05/2016;22685;SEG20
CTID65365562;6075-5795-3555-1281;18/06/2016;35438;SEG15
CTID91725818;1817-8543-9660-4802;28/04/2016;38456;SEG15
CTID63730091;9497-8994-1281-9719;27/04/2016;32673;SEG25
CTID13621939;8918-6235-3308-7862;03/08/2016;26321;SEG13
CTID43451520;1893-8853-9900-8478;14/03/2016;337;SEG16
CTID23212696;4784-5120-3581-6184;25/06/2016;49311;SEG11
CTID92272377;6617-5782-1394-1632;26/08/2016;7719;SEG20
CTID37078055;1652-7516-1273-1992;04/10/2016;45472;SEG23
CTID90739676;8477-4051-5606-6540;14/03/2016;39399;SEG13
CTID11475802;8578-3662-1951-5720;04/05/2016;1338;SEG14
CTID41393390;5010-4875-7956-3628;15/05/2016;36503;SEG18
CTID97175647;1536-9786-1960-7400;15/04/2016;49965;SEG14
CTID84658942;4819-6940-5506-8061;09/06/2016;29827;SEG21
CTID80427522;5262-2954-4306-9001;15/03/2016;6099;SEG16
CTID51397061;8904-2491-3727-6958;22/04/2016;42427;SEG11
CTID11172617;5530-1215-6434-9691;19/08/2016;42798;SEG18
CTID36526363;3970-3872-2591-7629;22/12/2016;15339;SEG22
CTID44561227;8869-7604-9618-3740;29/11/2016;3036;SEG18
CTID13364736;8066-8437-2479-2481;28/12/2016;43586;SEG16
CTID76324851;1556-5778-6667-4345;05/04/2016;49181;SEG11
CTID75752485;4354-1258-5178-5618;18/03/2016;36583;SEG15
CTID50775335;9991-4727-7710-2269;09/12/2016;17007;SEG20
CTID71268248;6315-7338-3105-9947;29/05/2016;35863;SEG24
CTID66201714;4856-2191-9879-6388;07/04/2016;30222;SEG12
CTID24914394;5747-7372-2770-2325;09/06/2016;48869;SEG23
CTID63975824;6171-3568-7740-8072;01/05/2016;24805;SEG11
CTID89509957;8711-5325-4752-4743;06/04/2016;30851;SEG14
CTID49089514;4679-8417-8700-1213;12/05/2016;18461;SEG16
CTID26184094;2568-8047-9427-1704;11/05/2016;3162;SEG12
CTID53984847;5262-2954-4306-9001;10/10/2016;37071;SEG19
CTID18239340;5580-3409-5276-9882;17/10/2016;20477;SEG14
CTID88125123;6722-7299-6082-7974;22/09/2016;11243;SEG24
CTID22500368;5962-5634-2696-2739;25/12/2016;836;SEG17
CTID84830087;6012-7799-2842-7221;16/03/2016;7505;SEG13
CTID55785629;8757-6814-8721-3839;01/09/2016;5191;SEG12
CTID48888376;3414-4178-9784-9954;27/10/2016;24380;SEG22
CTID31638311;9157-2802-8374-1145;21/04/2016;36324;SEG11
CTID86096240;1123-9777-7335-9167;13/08/2016;27739;SEG20
CTID56166782;3762-3694-9841-5446;05/07/2016;12686;SEG23
CTID81288929;8839-9467-3960-3997;23/08/2016;46057;SEG19
CTID15445782;6015-9255-9994-6771;02/05/2016;39123;SEG15
CTID32816348;6244-6800-1680-7174;08/06/2016;47002;SEG23
CTID92581098;1259-5241-3561-1773;11/06/2016;10177;SEG22
CTID81469108;3620-5235-2101-3391;21/08/2016;44929;SEG19
CTID36589242;8031-9022-9952-9605;23/03/2016;7551;SEG14
CTID43342043;9446-5484-2517-1811;26/01/2016;292;SEG22
CTID23995522;3405-7202-8402-5988;23/09/2016;19250;SEG13
CTID32735205;7047-9622-9693-9968;29/04/2016;25582;SEG20
CTID71078426;7863-1291-5335-8126;20/05/2016;19682;SEG17
CTID88663806;8088-9431-7201-2877;20/08/2016;8135;SEG22
CTID99087627;5206-5979-9383-4538;06/03/2016;8789;SEG17
CTID25621795;1817-8543-9660-4802;09/01/2016;47136;SEG13
CTID71382814;6893-1438-6516-3207;31/10/2016;771;SEG24
CTID66313096;8228-6661-8736-2838;12/08/2016;47636;SEG22
CTID32077702;9991-4727-7710-2269;01/02/2016;4084;SEG13
CTID70792143;1350-6303-6190-5958;10/09/2016;48771;SEG12
CTID55737643;6319-3749-2944-6015;05/11/2016;15840;SEG24
CTID87138413;8159-1257-4706-7544;02/03/2016;30333;SEG22
CTID45512350;3697-6001-4909-5350;08/02/2016;40556;SEG16
CTID92397249;9138-8487-6675-4521;21/09/2016;8951;SEG22
CTID94760354;2388-1652-4326-6035;14/09/2016;27189;SEG14
CTID99625045;7306-7457-8875-3211;24/08/2016;16807;SEG20
CTID22752054;4427-5380-8182-9668;12/10/2016;39887;SEG14
CTID34265317;8614-1547-9524-8444;22/12/2016;10041;SEG18
CTID33044863;7299-3529-7767-1695;06/07/2016;20809;SEG14
CTID49842244;7377-5503-9688-7953;22/08/2016;4832;SEG22
CTID44592803;3362-7342-4639-8164;07/04/2016;48846;SEG18
CTID38099827;3970-3872-2591-7629;06/11/2016;6958;SEG12
CTID57263497;3362-7342-4639-8164;18/03/2016;35744;SEG19
CTID31979094;4963-4850-8565-5494;29/04/2016;34727;SEG24
CTID83751561;4012-7774-6690-7055;03/05/2016;34752;SEG13
CTID91282034;3969-9181-6385-4422;05/05/2016;21834;SEG11
CTID91193167;8904-2491-3727-6958;20/12/2016;39387;SEG21
CTID91766820;5580-3409-5276-9882;22/05/2016;38990;SEG23
CTID42035386;8691-3939-1859-5937;04/04/2016;10073;SEG17
CTID19627579;5689-2440-9593-1931;31/07/2016;30941;SEG23
CTID70121051;3671-4079-8067-8622;28/01/2016;18143;SEG22
CTID23536516;5574-7647-1844-5316;21/12/2016;25294;SEG24
CTID23386044;5583-9751-6086-5673;14/10/2016;44269;SEG15
CTID39097379;6492-5655-8241-3530;20/04/2016;1024;SEG17
CTID85423229;5296-2987-4365-6870;31/10/2016;35485;SEG25
CTID77655844;1187-8674-2708-3972;13/12/2016;39190;SEG13
CTID29504237;3168-6552-9936-1500;24/10/2016;19408;SEG23
CTID81255126;4819-6940-5506-8061;05/05/2016;22424;SEG17
CTID38035072;4203-2936-4855-8802;27/10/2016;20325;SEG23
CTID96431006;8177-5533-1183-4063;21/12/2016;27687;SEG11
CTID29068089;2264-2870-6785-2725;04/05/2016;8460;SEG18
CTID89190762;1683-2865-3396-4925;14/09/2016;1741;SEG11
CTID89870157;2201-1387-2319-6874;05/01/2016;17563;SEG11
CTID72152636;9138-8487-6675-4521;08/09/2016;48193;SEG13
CTID13584393;2088-6665-3327-6898;15/07/2016;47845;SEG22
CTID18174965;4587-3535-8224-4301;14/01/2016;39353;SEG23
CTID78144026;5092-6820-3830-6560;29/01/2016;26085;SEG20
CTID49239445;8052-5734-6162-9591;03/08/2016;10246;SEG23
CTID94551713;7752-7762-8832-3142;16/11/2016;10071;SEG14
CTID59007528;2595-8621-2855-9119;04/04/2016;39344;SEG11
CTID54557354;2116-6906-9722-9824;23/05/2016;16364;SEG24
CTID20931195;2056-7091-8023-1914;13/07/2016;47254;SEG25
CTID87976379;5978-8449-1139-4565;13/06/2016;13011;SEG24
CTID97961928;4973-1293-1664-2086;12/04/2016;44379;SEG24
CTID66265146;4703-4800-3443-6825;22/09/2016;23258;SEG19
CTID72799205;8214-9590-3044-1216;16/06/2016;27226;SEG18
CTID53943964;7908-2695-7391-7499;21/12/2016;38930;SEG13
CTID60965607;4427-5380-8182-9668;01/05/2016;24463;SEG13
CTID91516389;1652-7516-1273-1992;13/10/2016;30714;SEG25
CTID30497379;4783-2852-8264-4966;03/08/2016;36114;SEG19
CTID89344314;4341-6411-1439-6094;22/12/2016;3911;SEG23
CTID72976824;5982-5047-2653-9052;17/11/2016;929;SEG20
CTID92920113;4046-1968-8375-3680;07/09/2016;21227;SEG15
CTID54315296;4834-4297-3113-9327;02/06/2016;11555;SEG21
CTID53000955;2911-7555-3093-9231;28/10/2016;10657;SEG16
CTID82074331;8069-5321-4131-7493;16/07/2016;11158;SEG18
CTID32515727;8706-3809-5167-3899;10/09/2016;27464;SEG24
CTID57275379;1846-7945-5251-4091;31/05/2016;39172;SEG25
CTID48263175;8794-7936-2566-9238;06/06/2016;33936;SEG23
CTID93280075;9161-8723-1217-5269;20/07/2016;37669;SEG17
CTID56065189;1159-7886-1385-5540;23/11/2016;16905;SEG14
CTID85033073;2017-7197-7814-9950;18/08/2016;5050;SEG25
CTID44789654;4144-3271-6301-9342;08/07/2016;21600;SEG17
CTID75978096;6893-1438-6516-3207;22/07/2016;2188;SEG22
CTID60481928;4525-4818-6014-8945;21/01/2016;44890;SEG17
CTID28849687;3513-5475-4629-7570;19/01/2016;9079;SEG17
CTID86293529;5982-5047-2653-9052;19/12/2016;15224;SEG17
CTID70189011;3925-8607-7303-7699;16/12/2016;35167;SEG16
CTID55162316;4220-2591-3295-3300;08/10/2016;43128;SEG18
CTID70116206;3458-8126-3660-8686;24/07/2016;12294;SEG19
CTID14976118;9302-6470-7735-6371;27/12/2016;3330;SEG19
CTID87487096;2017-7197-7814-9950;23/06/2016;43222;SEG16
CTID12071917;4587-3535-8224-4301;31/07/2016;41059;SEG12
CTID33234578;8870-2780-7399-5151;16/03/2016;39388;SEG23
CTID17520570;5814-6146-3149-1775;12/10/2016;9293;SEG25
CTID53010548;9842-5558-3255-3410;29/09/2016;1947;SEG23
CTID73320869;6042-2856-7280-2925;05/01/2016;6411;SEG12
CTID53542360;3140-6494-9869-5893;04/12/2016;12957;SEG22
CTID57057421;7212-8665-7734-5918;01/01/2016;29971;SEG23
CTID59315968;9074-3311-4009-9836;07/02/2016;35641;SEG16
CTID69578412;2271-9253-1553-2843;06/09/2016;22701;SEG13
CTID88239880;4661-5769-5059-2114;13/11/2016;14981;SEG16
CTID41288661;8467-5358-5569-3718;16/06/2016;11438;SEG21
CTID98684170;3461-8685-2115-2963;01/07/2016;15974;SEG18
CTID40103801;7290-4771-9163-1291;16/12/2016;30761;SEG12
CTID35492967;8361-7488-5303-1801;03/11/2016;19045;SEG25
CTID63613658;9376-8684-9599-2988;25/07/2016;39232;SEG15
CTID98887006;4679-5406-6408-1233;31/05/2016;30239;SEG13
CTID23690272;9999-3058-2698-4238;13/01/2016;5117;SEG13
CTID67519234;5814-6146-3149-1775;09/01/2016;12506;SEG23
CTID87870176;1909-6288-2284-5317;05/09/2016;43088;SEG23
CTID28671103;5583-9751-6086-5673;27/01/2016;3873;SEG18
CTID53755355;4093-1634-8086-4601;08/02/2016;9274;SEG16
CTID99875423;9842-5558-3255-3410;31/01/2016;19634;SEG13
CTID17960476;5530-2431-5627-8837;26/07/2016;40337;SEG19
CTID40128582;6292-8171-2649-5336;25/04/2016;12308;SEG21
CTID53046854;9753-7718-2196-1448;10/05/2016;8328;SEG12
CTID92383815;4679-5406-6408-1233;18/08/2016;20579;SEG21
CTID35108590;4246-1369-3659-8804;11/11/2016;49221;SEG16
CTID34751625;6876-7378-4945-3251;19/07/2016;16402;SEG22
CTID83839340;1825-7669-6621-9045;24/06/2016;10502;SEG23
CTID16199419;6691-5105-1556-4131;08/08/2016;44982;SEG14
CTID14867694;2447-6299-5016-4953;26/11/2016;14745;SEG13
CTID19093881;7708-8807-7837-8812;22/12/2016;41665;SEG18
CTID46120987;2088-6665-3327-6898;11/05/2016;47849;SEG24
CTID67451361;2568-8047-9427-1704;05/10/2016;31311;SEG11
CTID75345657;9873-6894-5872-1884;18/05/2016;5684;SEG16
CTID60300817;6620-4005-4574-6263;24/05/2016;811;SEG16
CTID42316207;9304-4488-7872-2868;05/09/2016;37210;SEG22
CTID57024598;4530-1687-6778-1250;25/08/2016;21917;SEG18
CTID93134788;9497-8994-1281-9719;17/09/2016;10231;SEG25
CTID46800250;4803-9564-9708-3189;01/11/2016;32455;SEG11
CTID69841964;9074-3311-4009-9836;25/03/2016;43433;SEG12
CTID79803141;7224-9964-4793-3939;17/09/2016;44237;SEG22
CTID31317851;4139-7870-9436-2923;28/09/2016;7301;SEG25
CTID31882083;5978-8449-1139-4565;22/09/2016;35837;SEG12
CTID19582610;6315-7338-3105-9947;29/05/2016;1379;SEG15
CTID75623222;6492-5655-8241-3530;28/10/2016;19422;SEG25
CTID20018426;1893-8853-9900-8478;05/10/2016;6266;SEG11
CTID22840009;7211-2168-9731-5466;08/12/2016;23909;SEG25
CTID31964140;2764-7023-8396-5255;09/09/2016;45530;SEG13
CTID63171171;3748-8048-5227-8162;02/08/2016;4933;SEG19
CTID57177126;7726-3678-8092-6414;05/02/2016;40020;SEG21
CTID68872229;8797-7761-7623-1806;08/09/2016;42039;SEG20
CTID54597040;6171-3568-7740-8072;30/01/2016;47862;SEG25
CTID26243322;3439-5404-2739-7517;28/04/2016;41748;SEG25
CTID52363971;9843-6858-7863-1891;13/10/2016;375;SEG12
CTID60521151;6415-7043-2998-3377;19/10/2016;45307;SEG18
CTID75304969;8467-5358-5569-3718;12/11/2016;25297;SEG15
CTID40520250;5811-4353-3490-5513;06/04/2016;35892;SEG21
CTID81039561;6272-7021-2748-1471;22/06/2016;8385;SEG24
CTID12661568;6547-1222-2350-2503;14/12/2016;37169;SEG23
CTID79710905;5481-9525-6488-7566;15/07/2016;5132;SEG22
CTID79780884;1608-1970-3705-7137;01/07/2016;33830;SEG25
CTID73427556;7815-5255-1963-9464;24/06/2016;42876;SEG16
CTID11423302;1559-8764-1659-4317;15/05/2016;4914;SEG19
CTID64892765;3525-9763-6876-7431;02/02/2016;13095;SEG16
CTID28185422;6271-9924-3653-8913;09/02/2016;13424;SEG22
CTID39821163;2524-4184-5908-6750;03/03/2016;11669;SEG18
CTID28435969;4806-6889-9908-7496;04/03/2016;416;SEG21
CTID71386222;9843-6858-7863-1891;04/09/2016;14134;SEG18
CTID24715812;5619-4425-5473-6565;16/05/2016;49520;SEG21
CTID25683858;4375-1627-3683-5900;21/02/2016;3316;SEG15
CTID83095086;9138-8487-6675-4521;09/10/2016;14865;SEG13
CTID64336212;9843-6858-7863-1891;30/04/2016;49578;SEG20
CTID65058610;2370-4593-4826-2349;09/03/2016;1534;SEG19
CTID62579210;9517-7826-1862-6726;27/12/2016;12570;SEG21
CTID14540108;6835-6133-8935-6988;21/07/2016;30792;SEG16
CTID19583855;2570-5181-2062-7588;11/11/2016;19866;SEG16
CTID84164390;4806-6889-9908-7496;19/07/2016;41168;SEG22
CTID68631208;3362-7342-4639-8164;30/09/2016;45337;SEG11
CTID80630383;6228-9033-3508-8121;27/06/2016;10062;SEG24
CTID31252570;5786-9833-8038-2159;16/05/2016;8893;SEG19
CTID67807422;9027-9319-4091-7718;21/01/2016;43009;SEG21
CTID56313006;5991-4421-8476-3804;26/03/2016;14929;SEG19
CTID65683927;8725-3610-8060-2617;07/11/2016;20084;SEG18
CTID85706940;5583-9751-6086-5673;13/06/2016;25683;SEG13
CTID76562110;6262-7793-5307-8561;22/10/2016;42257;SEG16
CTID55088394;8950-6403-2080-8100;26/01/2016;26578;SEG22
CTID47112787;7290-4771-9163-1291;20/12/2016;31210;SEG21
CTID80273887;6012-7799-2842-7221;28/09/2016;13674;SEG15
CTID75827910;1159-7886-1385-5540;24/08/2016;2170;SEG15
CTID21867359;8850-8297-4094-3048;10/06/2016;27710;SEG24
CTID70239401;7382-8932-9683-9480;03/08/2016;928;SEG18
CTID57552939;5960-5753-3689-8262;17/11/2016;45851;SEG17
CTID98196833;5296-2987-4365-6870;26/10/2016;19570;SEG14
CTID99675034;5580-3409-5276-9882;26/04/2016;18586;SEG24
CTID28289038;6994-7925-9044-3458;16/10/2016;7674;SEG23
CTID58476941;4856-2191-9879-6388;18/08/2016;27863;SEG16
CTID22016945;8031-9022-9952-9605;12/06/2016;23404;SEG11
CTID52877792;4937-6752-6970-3163;04/07/2016;14281;SEG23
CTID80823809;1608-1970-3705-7137;18/05/2016;7861;SEG11
CTID67800828;5564-7149-9280-5472;15/10/2016;39960;SEG11
CTID15180662;6557-2662-6932-6028;06/10/2016;48841;SEG15
CTID48901343;7047-9622-9693-9968;20/09/2016;6252;SEG16
CTID97595127;4375-1627-3683-5900;25/01/2016;37749;SEG25
CTID12240766;7047-9622-9693-9968;16/11/2016;5019;SEG25
CTID64087268;1536-9786-1960-7400;10/02/2016;38362;SEG15
CTID96719249;7658-7645-4568-1461;04/04/2016;25232;SEG15
CTID39902828;2854-6117-5924-2770;14/09/2016;984;SEG11
CTID41219993;1608-1970-3705-7137;08/08/2016;31305;SEG19
CTID28939596;3007-2083-4197-9770;14/04/2016;39001;SEG13
CTID77936861;6415-7043-2998-3377;19/12/2016;42771;SEG12
CTID58330158;8950-6403-2080-8100;02/04/2016;31421;SEG17
CTID30144936;1947-8327-3848-6581;13/04/2016;22329;SEG19
CTID88371276;6272-7021-2748-1471;31/01/2016;31269;SEG24
CTID89355593;7017-9570-4103-5076;05/09/2016;19237;SEG16
CTID48303452;8870-2780-7399-5151;17/06/2016;22798;SEG17
CTID22918158;2595-8621-2855-9119;24/02/2016;16104;SEG17
CTID28542082;8031-9022-9952-9605;14/02/2016;28894;SEG14
CTID15967072;9635-4234-8168-7095;05/08/2016;42223;SEG12
CTID99132799;3969-9181-6385-4422;22/04/2016;10079;SEG20
CTID23652162;8321-8463-7644-8934;12/08/2016;34116;SEG12
CTID35166020;8262-8743-6406-7105;12/07/2016;1321;SEG13
CTID55289618;8883-9569-6241-3952;21/09/2016;18104;SEG25
CTID92976921;7677-5937-2671-3687;16/08/2016;34329;SEG14
CTID61781517;2370-4593-4826-2349;01/06/2016;45460;SEG21
CTID83218468;1992-1719-3506-9652;17/10/2016;38755;SEG12
CTID65266021;6722-7299-6082-7974;06/12/2016;15273;SEG21
CTID43943904;5129-6974-6371-2964;18/11/2016;20370;SEG16
CTID42688242;3762-3694-9841-5446;23/02/2016;28314;SEG22
CTID14409115;1652-7516-1273-1992;23/01/2016;19174;SEG19
CTID99688880;7658-7645-4568-1461;11/06/2016;32172;SEG19
CTID68052963;1290-5480-3763-3387;23/02/2016;45014;SEG13
CTID42275130;6429-7684-3108-1910;27/10/2016;4069;SEG21
CTID47826844;7729-4037-1361-9467;20/01/2016;18089;SEG12
CTID62324217;2158-2612-7934-6228;03/11/2016;2068;SEG11
CTID25440072;8106-9789-1679-2552;06/01/2016;21196;SEG19
CTID82051579;8590-6850-6104-5846;04/05/2016;33148;SEG12
CTID55367681;6570-8163-4369-9734;12/11/2016;3240;SEG14
CTID70938639;9425-1481-6545-6190;22/08/2016;41814;SEG13
CTID21059654;1947-8327-3848-6581;16/07/2016;20261;SEG14
CTID28751219;7908-2695-7391-7499;25/12/2016;26235;SEG15
CTID73173513;2264-2870-6785-2725;11/09/2016;3335;SEG23
CTID80591620;4427-5380-8182-9668;13/01/2016;44744;SEG13
CTID55159610;2964-4590-9510-4405;27/06/2016;12300;SEG12
CTID87707662;6770-3803-2120-3012;28/10/2016;27525;SEG18
CTID33677710;6015-9255-9994-6771;09/04/2016;32063;SEG20
CTID81813401;8793-4049-9771-8176;25/02/2016;35240;SEG25
CTID72603335;8528-6154-7390-5081;01/08/2016;23421;SEG15
CTID22182777;9558-5469-2562-5608;19/05/2016;13480;SEG25
CTID84038398;4310-3710-6743-6385;30/10/2016;29449;SEG20
CTID55184866;1556-5778-6667-4345;25/04/2016;30988;SEG14
CTID40953416;8462-5562-6993-2745;07/03/2016;2067;SEG20
CTID42896650;8769-1185-5731-6569;02/11/2016;1780;SEG16
CTID30216672;8950-6403-2080-8100;05/05/2016;5533;SEG14
CTID83382062;6697-9358-9213-4896;19/06/2016;36759;SEG20
CTID24177171;9302-6470-7735-6371;23/03/2016;35186;SEG22
CTID11715633;6286-3397-5051-8445;13/03/2016;12238;SEG22
CTID84655548;5811-4353-3490-5513;31/08/2016;19480;SEG12
CTID26107343;4027-9234-2261-8201;01/03/2016;19964;SEG13
CTID33911267;8793-4049-9771-8176;09/01/2016;36335;SEG16
CTID48634579;8706-3809-5167-3899;18/06/2016;26356;SEG18
CTID33605266;9027-9319-4091-7718;15/02/2016;32311;SEG17
CTID31676375;5094-8484-5014-6152;05/08/2016;32363;SEG12
CTID96922524;6042-2856-7280-2925;02/08/2016;1645;SEG11
CTID36771333;2046-1892-2379-9050;15/08/2016;34083;SEG11
CTID97204046;2161-8530-5218-6803;11/04/2016;7056;SEG15
CTID56680308;2116-6906-9722-9824;16/03/2016;30262;SEG11
CTID47734586;2463-9055-1240-3878;26/07/2016;7115;SEG22
